mat_number;supplier_item_number;supplier_id;quantity_amount;price_unit;amount
MAT0176878;675267;7304439;0;0;11.9
MAT0176885;680258;7304439;0;0;10.75
MAT0173308;C3106B1812S;7414200;0;0;25.23
MAT01734284;UT06128PT;7414200;0;0;18.58
MAT01736361;85369010;7414200;0;0;17.29
MAT01738768;Burndy Isolierkörper 12-8S aus Angebot 1;7414200;0;0;12.12
MAT01741567;UT061823ST;7414200;0;0;25.6
MAT01741722;UTG18LPGN;7414200;0;0;42.79
MAT0176311;MS3057-20A;7414200;0;0;14.49
MAT0176318;UT06104P45N;7414200;0;0;9.88
MAT0176320;UTG14AD;7414200;0;0;9.3
MAT0176552;UTG12AC;7414200;0;0;4.64
MAT0176552;UTG12AC;7414200;50;0;4.13
MAT0176552;UTG12AC;7414200;100;0;4
MAT0178626;DMS305712AKD247;7414200;0;0;6.98
MAT0178796;SC16ML11TK6;7414200;0;0;0.48
MAT0178798;SC24ML1TK6;7414200;0;100;28.39
MAT0178811;UTFD13B;7414200;0;0;0.74
MAT0179319;85106EC82S50;7414200;0;0;26.24
MAT0179572;UTG14AC;7414200;0;0;3.15
MAT01710465;ACS08F-32-17S-003;7420066;0;0;212.62
MAT01710615;14-0050-00-09;7420066;0;0;5.61
MAT01711730;6261-0106-02;7420066;0;0;1.18
MAT01711730;6261-0106-02;7420066;1000;0;1.07
MAT01714699;440HS030NF1332-3B;7420066;0;0;39.77
MAT01714705;600-052;7420066;0;0;3.23
MAT01714730;23014820;7420066;0;0;0.06
MAT01715143;IT3100A18-10P PHM18F2;7420066;0;0;18.11
MAT01715783;1-794954-2;7420066;0;0;0.13
MAT01715787;794611-1;7420066;0;1000;32.73
MAT01716239;ITB3101R10SL-3PN5;7420066;0;0;52.68
MAT01723744;61629963_17-111;7301886;0;0;28.35
MAT01723744;61629963_17-111;7301886;5;0;21.83
MAT01723744;61629963_17-111;7301886;6;0;10.5
MAT01723746;61629968_29-131;7301886;0;0;22.57
MAT01723746;61629968_29-131;7301886;5;0;17.36
MAT01723746;61629968_29-131;7301886;6;0;10.5
MAT01723749;61629969_31-131;7301886;0;0;20.65
MAT01723749;61629969_31-131;7301886;5;0;16.44
MAT01723749;61629969_31-131;7301886;6;0;10.5
MAT01723750;61648656_112-111;7301886;0;0;24.66
MAT01723750;61648656_112-111;7301886;5;0;20.67
MAT01723750;61648656_112-111;7301886;6;0;10.5
MAT01728385;C150F30XX-PC;7301923;0;0;65
MAT01749221;100-0101-08;7301940;0;0;3.06
MAT01727980;CL-C-7M;7301994;0;0;157
MAT01728169;CF11.05.04.02;7302002;0;0;0.01
MAT01728177;CF9.15.18;7302002;0;0;0.01
MAT01728183;Klotz OL22H12;7302002;0;0;0.01
MAT01758139;12150875;7305738;0;0;5.62
MAT01758391;12079349;7305738;0;0;35.1
MAT01758395;12079341;7305738;0;0;35.1
MAT01758702;LPG GAS SCHLAUCHDN 19 x 40000 bds Schlau;7305738;0;0;1630
MAT01759660;12172531;7305738;0;0;18.3
MAT01759668;Rohr 12x1,5 T 12172539;7305738;0;0;24.86
MAT01759670;Rohr 10x1 P 12172541;7305738;0;0;24.86
MAT01745394;1892500;7305743;0;0;241.44
MAT0171129;10.606.02;7305715;0;100;148.1
MAT0171131;40.986.00;7305715;0;100;40.6
MAT0171141;60.011.11;7305715;0;100;11
MAT0171142;10.617.02;7305715;0;100;266.13
MAT0171146;A2.018.01;7305715;0;100;132.24
MAT0171151;10.135.02;7305715;0;100;287
MAT0171152;11.565.02;7305715;0;100;291.16
MAT0171156;61.020.11;7305715;0;100;25.9
MAT01712388;40.629.00;7305715;0;100;65
MAT01712585;10.610.02;7305715;0;100;254.31
MAT01712590;BDFA109NN00000150000;7305715;0;0;10.75
MAT01712600;BEGA090NN00000011000;7305715;0;0;7.1
MAT01712613;BEDC106NN00001200000 - 22.443.31;7305715;0;0;8.3
MAT01712640;71.020.01;7305715;0;0;4.14
MAT01712672;40.159.00;7305715;0;100;80
MAT01712691;40.560.00;7305715;0;100;84
MAT01712732;CEDA272NN00000020000;7305715;0;0;20.5
MAT01712938;C0.001.00;7305715;0;0;64.93
MAT01713015;8B.015.01;7305715;0;100;495
MAT01713430;CSTA263FR52440006060;7305715;0;0;22.35
MAT01713505;AEGA384FR0100002K000;7305715;0;0;22.5
MAT01713601;BSTA200FR06420235114;7305715;0;0;10.62
MAT01713604;BKUA201MR09420200XXX;7305715;0;0;14.79
MAT01714110;E0.222.02;7305715;0;100;513.81
MAT01714137;BSDA107FR03420037000;7305715;0;0;21.85
MAT01714394;12.124.02;7305715;0;0;7.7
MAT01714398;BDFA108NN00000050000;7305715;0;0;12.4
MAT01714993;60.193.23;7305715;0;100;490
MAT01715261;ESTB205NN00330003000;7305715;0;0;5.97
MAT01715408;BSTA896FR0985002A004;7305715;0;0;9.33
MAT01715414;ASDA163FR11420100024;7305715;0;0;14.94
MAT01715416;ASDA558FR91420100026;7305715;0;0;15.68
MAT01715418;AKUA164MR04420450085;7305715;0;0;13.48
MAT01715653;10.632.02;7305715;0;100;300
MAT01715924;BSDA108FR05590200006;7305715;0;0;22
MAT01715929;CSTA264FR48450006060;7305715;0;0;23.37
MAT01716455;AEWA052MR04000014000;7305715;0;0;5.8
MAT01716568;AKUA385FR0148047K000;7305715;0;0;26
MAT01716568;AKUA385FR0148047K000;7305715;10;0;23
MAT01716568;AKUA385FR0148047K000;7305715;40;0;19.9
MAT01716617;60.173.11;7305715;0;100;33
MAT01716738;10.522.02;7305715;0;100;256.39
MAT01717061;C5.003.00;7305715;0;0;22.25
MAT01717068;C6.011.00;7305715;0;0;5.07
MAT01759574;009801520;7301416;0;100;17.92
MAT01723545;0711050610;7301431;0;0;275
MAT01723549;MMC-62-SCSC;7301431;0;0;275
MAT01748432;CBL 002-105-105 7m;7301447;0;0;1326.92
MAT01748437;M211 037;7301452;0;0;18.3
MAT01723245;20002071;7301453;0;100;653.69
MAT01723622;folgt;7301453;0;0;3.58
MAT01723626;folgt;7301453;0;0;2.38
MAT01728077;.;7301453;0;0;6.16
MAT01730906;CFBUS.PUR.068 Typ A-microB 2,5m;7301453;250;0;18.21
MAT01730906;CFBUS.PUR.068 Typ A-microB 2,5m;7301453;0;0;42.21
MAT01730959;CFBUS.PVC.068 Typ A-microB 5m;7301453;0;0;22.23
MAT01730959;CFBUS.PVC.068 Typ A-microB 5m;7301453;250;0;21.12
MAT01730960;CFBUS.PVC.068 Typ A-microB gew. 2,5m;7301453;0;0;15.95
MAT01753626;119622 - 160000001511.5;7305743;0;0;289.71
MAT01756130;119622 - 160000001525.0 - 25m - Du:18511;7305743;0;0;377.12
MAT01716396;CM10-AP10S-M-D(R1);7305803;0;0;8.77
MAT01753868;CE05-8A32-17SD-D-BAS(R1);7305803;0;0;48.01
MAT01753870;CE05-6A22-22SD-D(R1);7305803;0;0;19.51
MAT01753874;CE3057-10A-1-D(R1);7305803;0;0;4.35
MAT01757261;siehe MAT01753276;7306079;0;0;45.39
MAT01757261;siehe MAT01753276;7306079;10;0;39.6
MAT01755193;WVN711-10, 10359 mm, 2x 406-810-002 + 2x;7306177;0;0;115.38
MAT01755321;WVN711-10, 7720 mm, 2x 406-810-002 + 2x;7306177;0;0;95.84
MAT01755322;WVN711-10, 16820 mm, 2x 406-810-002 + 2x;7306177;0;0;185.29
MAT01755629;SLH63-8580mm (2. Seite lose beilegen);7306177;0;0;43.75
MAT01755630;SLH63-8300mm (2. Seite lose beilegen);7306177;0;0;42.85
MAT01757530;WVN711-10, 6719 mm, 2x 406-810-002 + 2x;7306177;0;0;94
MAT01754562;X20TB12  GallusNr: GL.0409043/00;7306283;0;0;0.01
MAT01755430;09 15 200 6124;7306295;0;0;0.01
MAT01755434;09 15 200 6123;7306295;0;0;0.01
MAT01755771;10430021;7306448;0;0;47.95
MAT01755784;10446495;7306448;0;0;68.8
MAT01756597;6FX8002-5CN05-1AD5;7306448;0;0;0.01
MAT01756599;6FX8002-2DC44-1AD5;7306448;0;0;0.01
MAT01756601;6FX5002-2DD40-1AG1;7306448;0;0;0.01
MAT01756604;6FX8002-5DX28-1BH0;7306448;0;0;0.01
MAT01756610;6FX8002-5CN05-1AF0;7306448;0;0;0.01
MAT01756618;6FX8002-5CN05-1AD8;7306448;0;0;0.01
MAT01756627;6FX8002-5DS14-1AF8;7306448;0;0;0.01
MAT01756815;6FX8002-5DQ48-1AE6;7306448;0;0;0.01
MAT01757308;868.886 S 4m;7306480;0;0;52
MAT01756360;15E1816STE121;7306612;0;0;0.01
MAT01756418;469-03000-93;7306622;0;0;0.01
MAT01759571;469-03001-90;7306622;0;0;0.01
MAT01756422;1070018A_3.415S-.1;7306625;0;0;146
MAT01744764;18172;7306687;0;0;2.34
MAT01757116;7379;7306758;0;0;5.16
MAT01757116;7379;7306758;100;0;5.03
MAT01740964;12018056 / 10011019401 (10011018707);7306791;0;0;6.74
MAT01744656;10011047550 / 12040042;7306791;0;0;60.8
MAT01744657;10011047615 / 12040044;7306791;0;0;102.79
MAT01744657;10011047615 / 12040044;7306791;5;0;96.97
MAT01747023;12062135 / 10011155741;7306791;0;0;5.2
MAT01749841;93965-120-P28 / 827101;7306791;0;0;30.62
MAT01751660;12094939;7306791;0;0;34.6
MAT01751660;12094939;7306791;10;0;29.1
MAT01751660;12094939;7306791;20;0;27.9
MAT01751673;12089417;7306791;0;0;10.2
MAT01752993;12105320;7306791;0;0;23.5
MAT01752993;12105320;7306791;5;0;9.07
MAT01752993;12105320;7306791;20;0;4
MAT01754255;12107384;7306791;0;0;100.98
MAT01754255;12107384;7306791;10;0;81.17
MAT01754457;12075032;7306791;0;0;3.67
MAT01754457;12075032;7306791;60;0;3.13
MAT01754459;12096273;7306791;0;0;55.14
MAT01754459;12096273;7306791;20;0;49.82
MAT01755118;12121310;7306791;0;0;134.47
MAT01730960;CFBUS.PVC.068 Typ A-microB gew. 2,5m;7301453;250;0;7.84
MAT01730960;CFBUS.PVC.068 Typ A-microB gew. 2,5m;7301453;500;0;7.64
MAT01745441;8SCS008.0000-00;7301461;0;0;19.5
MAT01736261;575412000;7301470;0;0;0.01
MAT01728375;.;7301490;0;0;52.5
MAT01724995;Solvent 1038.5391;7301514;0;0;10.58
MAT01718709;10.695.02;7305715;0;100;325.5
MAT01719207;BKUA861FR0185158A007;7305715;0;0;12.34
MAT01719466;11.402.02;7305715;0;0;5.6
MAT01719473;60.240.11;7305715;0;100;350
MAT01719477;61.215.11;7305715;0;100;300
MAT01719642;FSTA134NN00670003000;7305715;0;0;46.19
MAT01719642;FSTA134NN00670003000;7305715;50;0;34.35
MAT01719699;ASTA772NN0055007K000;7305715;0;0;25
MAT01719699;ASTA772NN0055007K000;7305715;13;0;0
MAT01720327;81.006.90;7305715;0;100;30
MAT01720338;50.214.00;7305715;0;0;180
MAT01720373;E0.117.00;7305715;0;100;800
MAT01720762;60.302.11;7305715;0;100;54
MAT01721033;A2.125.01;7305715;0;100;1800
MAT01721444;C0.233.00;7305715;0;0;536
MAT01721750;BKUA201NN00420205000;7305715;0;0;20
MAT01721750;BKUA201NN00420205000;7305715;10;0;10.6
MAT01721750;BKUA201NN00420205000;7305715;32;0;9.45
MAT01721768;40.A507.00;7305715;0;100;48.5
MAT01721991;10.666.02;7305715;0;0;2.3
MAT01722004;80.184.00;7305715;0;100;40
MAT01722006;02.160.50;7305715;0;100;70
MAT01722008;02.162.50;7305715;12;100;0.7
MAT01722008;02.162.50;7305715;0;100;70
MAT01723274;40.A638.00;7305715;0;100;90
MAT01723467;ADFA021FR11000101007;7305715;0;0;4.81
MAT01723497;BSTA880FR0886123A005;7305715;0;0;9.22
MAT01723504;CKUA267MR48440028040;7305715;0;0;25.84
MAT01723506;CKUA269MR01260026022;7305715;0;0;33.09
MAT01723611;BKUA906NN0086170A000;7305715;0;0;25
MAT01724044;EKUA001NN00100103000;7305715;0;100;1455
MAT0172411;DSTA001NN00740001000;7305715;0;0;49.98
MAT01725887;50.291.00;7305715;0;100;72.75
MAT01725890;A2.185.00;7305715;0;100;72.75
MAT01727275;C0.235.00;7305715;0;0;902.88
MAT01727426;C0.042.00;7305715;0;0;595
MAT01727446;71.006.01;7305715;0;100;98.09
MAT01727619;ASTA384NN0043001K000;7305715;0;0;24.5
MAT01727707;80.289.00;7305715;0;100;38.8
MAT01728283;BEGA088NN00000222000;7305715;0;0;15
MAT01728283;BEGA088NN00000222000;7305715;80;0;6.19
MAT01728565;ESTA202FR01340500000;7305715;0;0;9.31
MAT01729278;40.A739.00;7305715;0;100;380
MAT01729428;40.A711.00;7305715;0;100;330
MAT01729495;BEGA116NN00000201000;7305715;0;0;5.9
MAT01729783;BEWC106NN0000220000;7305715;0;0;12
MAT01729783;BEWC106NN0000220000;7305715;40;0;6.6
MAT01730181;BEGA000NN0000150A000;7305715;20;0;4.25
MAT01730181;BEGA000NN0000150A000;7305715;0;0;11.05
MAT0173026;40.164.00;7305715;0;100;77
MAT01730488;AKUA047NN0085052A000;7305715;0;0;9.78
MAT01733778;1407643;7300301;0;0;5.03
MAT01733783;1407669;7300301;0;0;1.57
MAT01733788;1407729;7300301;0;0;5.04
MAT01733792;1407730;7300301;0;0;5.04
MAT01733860;1825365;7300301;0;100;239.95
MAT01734031;1748888;7300301;0;100;311.48
MAT01734497;0829394;7300301;0;100;114.76
MAT01734685;1412717;7300301;0;0;5.32
MAT01734723;1419640;7300301;0;0;8.94
MAT01735285;1411066;7300301;0;0;9.5
MAT01735295;1430310;7300301;0;0;69.9
MAT01735389;1663242;7300301;0;0;0.5
MAT01735413;1624530;7300301;0;0;6.48
MAT01735422;1624653;7300301;0;0;6.39
MAT01736121;1542716;7300301;0;0;6.66
MAT01736171;1663420;7300301;0;100;27.47
MAT01736282;1582214;7300301;0;0;4.57
MAT01736346;1682906;7300301;0;0;6.64
MAT01736432;1663682;7300301;0;100;14.12
MAT01736802;3212066;7300301;0;100;352.28
MAT01736809;3030721;7300301;0;100;15.98
MAT0173702;1778153;7300301;0;100;456.08
MAT01737203;1441037;7300301;0;0;5.52
MAT01737247;1411653;7300301;0;0;6.39
MAT01737531;829486;7300301;0;100;265.7
MAT01738619;1709464;7300301;0;100;161.18
MAT01738885;1827169;7300301;0;100;195.62
MAT01739276;1607508;7300301;0;0;167.72
MAT01739711;1774687;7300301;0;0;1.35
MAT0173972;1852901;7300301;0;0;0.86
MAT0173973;1852846;7300301;0;0;1.71
MAT01740633;1414367 / HC-M-06-CT-F;7300301;0;0;1.26
MAT01740795;1805314;7300301;0;100;118.76
MAT01740801;1607657;7300301;0;0;0.67
MAT01740914;1516412;7300301;0;0;3.33
MAT01740968;1619457;7300301;0;0;7.61
MAT01740997;1424656;7300301;0;0;4.16
MAT01741015;3113771;7300301;0;100;30.35
MAT01741017;811969;7300301;0;100;17.52
MAT01741498;1432745  abgekündigt!;7300301;0;0;7.52
MAT01741573;1422845;7300301;0;0;24.53
MAT01741667;1417310;7300301;0;0;16.92
MAT01741701;1683455 / SAC-3P-M12Y/2XM12FS PE;7300301;0;0;12.9
MAT01741766;1424651;7300301;0;0;4.57
MAT01741827;1827745;7300301;0;100;156.96
MAT01742012;0825025;7300301;0;100;82.5
MAT01742031;1419885;7300301;0;0;1.41
MAT0174204;1662256;7300301;0;0;6.04
MAT01742114;1403854;7300301;0;0;15.57
MAT01742352;1620075;7300301;0;0;7.83
MAT01742496;1619582;7300301;0;0;6.99
MAT01742499;1401097;7300301;0;0;14.2
MAT0174253;1662308;7300301;0;0;4.82
MAT01742744;3210114;7300301;0;0;0.42
MAT01743061;1619642;7300301;0;0;10.22
MAT01743372;1437782;7300301;0;0;17.33
MAT01743521;1840447;7300301;0;100;320.9
MAT0174355;RC-07P1N8AFWXX;7300301;0;0;0.01
MAT0174364;1848038;7300301;0;100;215.28
MAT01743773;1453449;7300301;0;0;6.23
MAT01744153;1681936;7300301;0;0;8.4
MAT01744158;1536887;7300301;0;0;6.56
MAT01744355;3190438;7300301;0;100;18.52
MAT01744385;1702993;7300301;0;0;0.55
MAT01744387;1800187;7300301;0;0;3.09
MAT01744405;1424660;7300301;0;0;8.52
MAT01744738;1441820;7300301;0;0;11.66
MAT01745117;1663682;7300301;0;100;13.12
MAT01745259;1404412;7300301;0;0;23.77
MAT01745429;1840434;7300301;0;100;288.81
MAT01745481;1688447;7300301;0;0;1.02
MAT01745603;1619638;7300301;0;0;8.06
MAT01746209;0820439;7300301;0;100;288.37
MAT01746210;0825343;7300301;0;100;288.37
MAT01746360;1406538;7300301;0;0;2.31
MAT01746370;1424659;7300301;0;0;9.94
MAT01746487;3061693;7300301;0;100;102.57
MAT01747866;1734401;7300301;0;100;2.04
MAT01747876;1952047;7300301;0;100;177.26
MAT01747878;1767054;7300301;0;100;308.7
MAT01748078;1420935;7300301;0;0;4.84
MAT01748128;1417433;7300301;0;0;0.79
MAT01748301;1419687;7300301;0;0;7.8
MAT01748304;1456080;7300301;0;0;6.45
MAT01748774;0808749:0021;7300301;0;100;45.87
MAT01748883;1027477;7300301;0;0;21.95
MAT01716977;0808011;7300301;0;100;5.85
MAT01717576;1543223;7300301;0;0;8.06
MAT01717724;3045758;7300301;0;100;95.41
MAT01717726;3045732;7300301;0;100;95.41
MAT01718043;1607460;7300301;0;0;4.95
MAT01718044;1885596;7300301;0;0;3.18
MAT01718047;1853476;7300301;0;0;2.02
MAT01718151;1952283;7300301;0;100;123.4
MAT01718408;1696963;7300301;0;0;19.57
MAT01718456;1440025;7300301;0;0;36.98
MAT0171857;1681114;7300301;0;0;4.89
MAT01718588;1656990;7300301;0;0;13.33
MAT01718624;1855102;7300301;0;0;3.65
MAT01718786;1528701;7300301;0;0;27.29
MAT01718826;1696112;7300301;0;0;7.11
MAT01719179;1416428/IP20/IP20/LI/11;7300301;0;0;38.72
MAT0171921;1694101;7300301;0;0;9.16
MAT0171929;10585000;7300301;0;0;3.79
MAT01719493;1695977;7300301;0;0;8.69
MAT01726345;2579015;7301313;0;0;24.89
MAT01728909;2601252;7301313;0;0;27.82
MAT01735399;2964990;7301313;0;0;16.58
MAT01758970;H-LTG-DIN*10L*10L*3000*8*1-DKO // 238095;7301313;0;0;16.52
MAT01720306;WVN715-R010x1,5  natur;7301328;0;0;8.81
MAT01742476;653509;7302636;0;0;3.66
MAT01742478;653512;7302636;0;0;4.81
MAT01740810;FT0653268032;7302657;0;0;150.48
MAT0175135;KT-30 7885 0649;7302657;0;0;3.95
MAT0175135;KT-30 7885 0649;7302657;50;0;2.15
MAT0175135;KT-30 7885 0649;7302657;200;0;1.75
MAT01756329;FT0653267132;7302657;0;0;28.92
MAT01754786;3D11F001;7302662;0;0;168
MAT01754788;51611004;7302662;0;0;253
MAT01754806;51112130;7302662;0;0;780
MAT01737492;DIV-M H-PUR 16/11 Schwarz, Kundenbeistel;7302708;0;0;0.01
MAT01734312;Kundenbeistellung Fa. Schindler Handhabe;7302722;0;0;0.01
MAT01715135;202892;7302740;0;0;605.18
MAT01718520;160091;7302740;0;0;17.58
MAT01758053;274544 / 59K13O-106/91A;7302740;0;100;37.75
MAT0171860;HFC 430 BLACK;7302775;0;100;3.02
MAT01734732;Partex PA02 gelb-schwarz, D;7302775;0;100;2.77
MAT01734732;Partex PA02 gelb-schwarz, D;7302775;500;100;18.25
MAT01734732;Partex PA02 gelb-schwarz, D;7302775;1000;100;31.62
MAT01734735;Partex PA02 gelb-schwarz, -;7302775;0;100;2.77
MAT01734735;Partex PA02 gelb-schwarz, -;7302775;500;100;18.25
MAT01734735;Partex PA02 gelb-schwarz, -;7302775;1000;100;31.62
MAT01744961;PA-10003AV90.W;7302775;0;100;3.46
MAT01744976;PA-02003AV90.I;7302775;0;100;3.46
MAT01744979;PA-02003AV90.W;7302775;0;100;3.46
MAT01744981;PA-20004AV90.U;7302775;0;100;4.1
MAT01744983;PA-20004AV90.W;7302775;0;100;4.1
MAT01729561;0092009000;7302779;0;0;265.53
MAT01729561;0092009000;7302779;50;0;155.9
MAT01729561;0092009000;7302779;100;0;88.8
MAT01740644;siehe MAT01735252;7302779;0;0;279.5
MAT01740644;siehe MAT01735252;7302779;10;0;250
MAT01740644;siehe MAT01735252;7302779;100;0;88.8
MAT01734975;90430;7302804;0;0;62.2
MAT01734977;90398;7302804;0;0;65.52
MAT01738301;91163;7302804;0;0;2465
MAT01735219;A026060010;7302814;0;0;18.94
MAT01735322;09210643001;7302855;0;0;0.01
MAT01710575;KVI-CP-GS-GD-8;7302866;0;0;42.01
MAT01711127;193695;7302866;0;0;0.01
MAT01711690;153043;7302866;0;0;1.81
MAT01711726;159669;7302866;0;0;1.01
MAT01713481;Flexopneu PX-9-4095;7302866;0;0;0.01
MAT01713784;153263;7302866;0;0;0.71
MAT01715580;525438;7302866;0;0;2.16
MAT01715993;158962;7302866;0;0;12.96
MAT01716583;186105;7302866;0;0;4.38
MAT01717822;153325;7302866;0;0;1.27
MAT01717986;153112;7302866;0;0;3.01
MAT01717989;535047;7302866;0;0;293.72
MAT01717992;153051;7302866;0;0;2.16
MAT01717994;543080;7302866;0;0;215.98
MAT01717996;558260;7302866;0;0;0.56
MAT01718747;152824;7302866;0;0;1.65
MAT01720595;153149;7302866;0;0;2.31
MAT01721451;533862;7302866;0;0;0.01
MAT01721453;533892;7302866;0;0;0.01
MAT01723231;551465;7302866;0;0;0.35
MAT01723827;546288;7302866;0;0;2.23
MAT01724029;159666;7302866;0;100;0.84
MAT01724918;153176;7302866;0;0;2.34
MAT01725176;153268;7302866;0;0;0.52
MAT01725237;130608;7302866;0;0;2.75
MAT01725357;570445;7302866;0;0;0.01
MAT01725818;551459;7302866;0;0;0.47
MAT01727482;578385;7302866;0;0;4.8
MAT01727484;578315;7302866;0;0;3.35
MAT01727575;578262;7302866;0;0;1.24
MAT01727764;551477;7302866;0;0;0.35
MAT01727988;553907;7302866;0;0;0.8
MAT01729782;153271;7302866;0;0;0.66
MAT01730436;197389;7302866;0;0;0.28
MAT01731797;552835;7302866;0;0;2.05
MAT0173252;2235;7302866;0;0;9.45
MAT01734163;551481;7302866;0;0;0.25
MAT01734326;1450948;7302866;0;0;61.92
MAT01734648;558282;7302866;0;0;1.67
MAT01734690;558206;7302866;0;0;0.94
MAT01734766;551476;7302866;0;0;0.3
MAT01736561;558784;7302866;0;0;2.38
MAT01736564;578308;7302866;0;0;2.1
MAT01737368;2026;7302866;0;0;4.16
MAT0173854;170234;7302866;0;0;40
MAT01738971;153443;7302866;0;0;3.62
MAT0174079;153147;7302866;0;0;4.71
MAT01741414;QS-G3/8-16   186347;7302866;0;0;5.69
MAT01741421;165004;7302866;0;0;3.1
MAT01743019;153270;7302866;0;0;0.78
MAT0174385;153007;7302866;0;0;1.1
MAT0174386;153059;7302866;0;0;2.13
MAT0174389;153044;7302866;0;0;1.91
MAT01744832;570517;7302866;0;0;0.9
MAT01733264;492-16//1CA46-28-16/1CA46-28-16 x 13000m;7300179;0;0;135.28
MAT01733279;492-8//1CA46-15-8/1CA46-15-8 x 5200mm bd;7300179;0;0;30.89
MAT01733282;492-10//1CA46-18-10/1CA46-18-10 x 6160mm;7300179;0;0;32.57
MAT01733310;441-10, 2x1CA48-18-10, 2950mm;7300179;0;0;26.33
MAT01733395;441-4x6750mm 1CA48-8-4/1CA48-8-4;7300179;0;0;24.44
MAT01733436;441-4, 2x1CA48-8-4, 17210mm;7300179;0;0;55.75
MAT01733440;441-6, 2x1CA48-12-6, 17210mm;7300179;0;0;64.18
MAT01733475;441-8, 2x 1CA48-15-8, 19410mm;7300179;0;0;102.6
MAT01733637;301SN-6x19984mm 1CA48-12-6;7300179;0;0;77.26
MAT01733664;441-6, 2x1CA48-12-6, 19710mm;7300179;0;0;72.37
MAT01733680;301SN5- 1CA48-1CA48 1250 mm;7300179;0;0;12.18
MAT01733684;492-4  1CA48-8-4-1CA48-8-4 1155 mm;7300179;0;0;11.18
MAT01733723;VKAM06LCF;7300179;0;0;0.73
MAT01733728;492-12-1CA46-22-12 beids. 10750 mm mit R;7300179;0;0;122.9
MAT01733730;492-08-1CA46-15-08 beids. 9700 mm mit Ro;7300179;0;0;52.81
MAT01733737;492-10-1CA46-18-10 beids. 9800 mm mit Ro;7300179;0;0;65.58
MAT01733804;441-8, 2x 1CA48-15-8, 12010mm;7300179;0;0;55.94
MAT01733878;441-6, 2x1CA48-12-6, 6700mm;7300179;0;0;29.81
MAT01733891;462-6-10165mm beids.DKOL12M18x1,5;7300179;0;0;41.27
MAT01733921;301SN-5x13,58m1CA48-10-5/1CA48-10-5;7300179;0;0;39.66
MAT01733923;301SN-5x11,57m1CA48-10-5/1CA48-10-5;7300179;0;0;34.17
MAT01733940;441-6, 2x1CA48-12-6, 58110mm;7300179;0;0;197.94
MAT01733985;441-8, 2x 1CA48-15-8, 25490mm;7300179;0;0;108.38
MAT01733991;441-4, 2x1CA48-8-4, 23070mm;7300179;0;0;72.66
MAT01733997;441-8 , 2x1CA48-15-8, 26670mm;7300179;0;0;112.97
MAT01734011;302-5 , 2x1CA48-10-5, 9630mm;7300179;0;0;50.42
MAT01734011;302-5 , 2x1CA48-10-5, 9630mm;7300179;100;0;48.07
MAT0173402;WPB12;7300179;0;0;10.27
MAT01734040;441-12, 2x1CA48-22-12, 22060mm;7300179;0;0;134.75
MAT01734044;441-8, 2x 1CA48-15-8, 25010mm;7300179;0;0;8.7
MAT01734052;441-05 Meterware;7300179;0;0;3.11
MAT01734093;301SN-8x15448mm 1CA48-15-8 1CA48-15-8;7300179;0;0;70.91
MAT01734097;301SN-6x9624,1CA48-12-6,1CA48-12-6;7300179;0;0;41.32
MAT01734197;837BM-6-BLK-RL-14700mm;7300179;0;0;60.25
MAT01734201;837BM-6-BLK-RL-19790mm;7300179;0;0;81.13
MAT01734213;837BM-6-BLK-RL-15350mm;7300179;0;0;62.92
MAT01734238;301SN-6-6446-1CA48-12-6-1CA48-12-6;7300179;0;0;30.29
MAT0176528;0352406;7300815;0;100;8.46
MAT0177826;0102014;7300815;0;100;5.33
MAT0178121;0123107;7300815;0;100;22.72
MAT0178190;GSB5261;7300815;0;100;47.73
MAT0178194;GSC5287;7300815;0;100;28.5
MAT0178257;0102121;7300815;0;100;7.37
MAT01733206;2198-K57CK-D15M;7300833;0;0;36.8
MAT01721813;.;7300875;0;0;2.55
MAT01721813;.;7300875;100;0;2.8
MAT01721813;.;7300875;500;0;2.4
MAT01728521;2111-41-410E-00;7300875;5;0;11.2
MAT01728521;2111-41-410E-00;7300875;0;0;32.6
MAT01728521;2111-41-410E-00;7300875;2;0;14.8
MAT01731363;180482924;7300875;5;0;86.7
MAT01731363;180482924;7300875;10;0;77.2
MAT01731363;180482924;7300875;0;0;144.7
MAT01731732;09 024 414 006 00;7300875;10;0;8.9
MAT01731732;09 024 414 006 00;7300875;0;0;21.2
MAT01731732;09 024 414 006 00;7300875;5;0;12.3
MAT01731954;0902441400400;7300875;0;0;22.7
MAT01731954;0902441400400;7300875;5;0;11.4
MAT01731954;0902441400400;7300875;10;0;8.25
MAT01735101;180482928;7300875;0;0;31.8
MAT01735101;180482928;7300875;5;0;22.9
MAT01735101;180482928;7300875;10;0;17.4
MAT01735104;180482922;7300875;0;0;154.7
MAT01735104;180482922;7300875;5;0;87.2
MAT01735104;180482922;7300875;10;0;76.6
MAT01736487;180485211;7300875;0;0;67.2
MAT0173368;449-764;7300897;0;0;4.9
MAT0173370;72.310.1053.0;7300897;0;0;3.58
MAT01726704;455-1325-2-ND;7300901;0;1000;15.06
MAT01735303;1175-1270-ND;7300901;0;0;2.38
MAT01737514;455-1002-ND;7300901;0;0;0.09
MAT01748451;36-954-ND;7300901;0;0;2.84
MAT01748451;36-954-ND;7300901;25;0;2.4948
MAT01748451;36-954-ND;7300901;100;0;2.3573
